Manufacturer,Manufacturer_cat_no,Vendor,Description,price,quantity,units,link,category,vendor_cat_no,special_conditions,delivery_time,listprice,vat,class
Abnova,H00026578-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OSTF1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00026578-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00026580-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,BSCL2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00026580-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00026581-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,DUX5 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00026581-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00026582-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,DUX3 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00026582-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00026583-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,DUX2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00026583-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00005564-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PRKAB1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00005564-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010081-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PDCD7 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00010081-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00010083-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,USH1C Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00010083-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00010083-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,USH1C Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00010083-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00010084-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PQBP1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00010084-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00010084-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PQBP1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00010084-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00010084-R03-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PQBP1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00010084-R03-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00010084-R04-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PQBP1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00010084-R04-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00010084-R05-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PQBP1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00010084-R05-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00010084-R06-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PQBP1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00010084-R06-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00004281-R03-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MID1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00004281-R03-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00004282-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MIF Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00004282-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00004282-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MIF Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00004282-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00001032-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CDKN2D Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00001032-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00007048-R08-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TGFBR2 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00007048-R08-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00007050-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TGIF Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00007050-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00007050-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TGIF Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00007050-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00007050-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TGIF Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00007050-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00007050-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TGIF Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00007050-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00007050-R03-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TGIF Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00007050-R03-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00007050-R03-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TGIF Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00007050-R03-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00007050-R04-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TGIF Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00007050-R04-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00007050-R04-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TGIF Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00007050-R04-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00007050-R05-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TGIF Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00007050-R05-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00007050-R05-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TGIF Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00007050-R05-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00007050-R06-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TGIF Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00007050-R06-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00028999-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,KLF15 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00028999-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00007223-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TRPC4 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00007223-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00003077-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,HFE Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00003077-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00003077-R03-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,HFE Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00003077-R03-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00003077-R06-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,HFE Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00003077-R06-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00003077-R06-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,HFE Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00003077-R06-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00003077-R07-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,HFE Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00003077-R07-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00003077-R07-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,HFE Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00003077-R07-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00003077-R08-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,HFE Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00003077-R08-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00003077-R08-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,HFE Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00003077-R08-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00003077-R09-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,HFE Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00003077-R09-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00055277-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,FLJ10986 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00055277-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00388569-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,FLJ45850 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00388569-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00388585-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,HES5 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00388585-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00387054-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,FOXD4L3 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00387054-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00387640-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,FLJ45187 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00387640-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00388591-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,FLJ46380 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00388591-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00387129-R03-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,GPR154 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00387129-R03-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00387700-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SLC16A12 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00387700-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00388662-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SLC6A17 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00388662-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00387129-R04-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,GPR154 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00387129-R04-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00388677-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,NOTCH2NL Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00388677-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010618-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TGOLN2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010618-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010620-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ARID3B Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010620-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010655-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,DMRT2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010655-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010659-R03-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CUGBP2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010659-R03-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010660-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,LBX1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010660-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010661-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,KLF1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010661-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010663-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CXCR6 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010663-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010664-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CTCF Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010664-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010666-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CD226 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010666-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010667-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,FARS2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010667-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010668-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CGRRF1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010668-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010672-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,GNA13 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010672-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010673-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TNFSF13B Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010673-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010675-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CSPG5 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010675-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010678-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,B3GNT1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010678-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010678-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,B3GNT1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010678-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010681-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,GNB5 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010681-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010621-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,POLR3F Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010621-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010623-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,POLR3C Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010623-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00079092-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CARD14 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00079092-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00147741-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ZNF560 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00147741-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00147746-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,HIPK4 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00147746-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00147808-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,LOC147808 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00147808-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00147837-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ZNF563 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00147837-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00135946-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR6B1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00135946-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00135948-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR2F2 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00135948-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00136051-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,DKFZp762I137 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00136051-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00136227-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,EMID2 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00136227-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00136259-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,KLF14 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00136259-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00136319-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MTPN Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00136319-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00136332-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,FLJ32786 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00136332-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00080271-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ITPKC Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00080271-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00080274-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SCUBE1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00080274-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00080279-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CDK5RAP3 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00080279-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00080301-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,pp9099 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00080301-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00055815-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TSNAXIP1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00055815-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00055851-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PSENEN Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00055851-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00055854-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,LEREPO4 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00055854-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00029966-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,STRN3 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00029966-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00029966-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,STRN3 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00029966-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00029967-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,LRP12 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00029967-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00029968-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PSAT1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00029968-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00029968-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PSAT1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00029968-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00007047-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TGM4 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00007047-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00007048-R07-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TGFBR2 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00007048-R07-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00007045-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TGFBI Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00007045-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00007046-R04-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TGFBR1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00007046-R04-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00003084-R04-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,NRG1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00003084-R04-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00011269-R04-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,DDX19B Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00011269-R04-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00011274-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,USP18 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00011274-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00011276-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,AP1GBP1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00011276-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00011276-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,AP1GBP1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00011276-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00011277-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TREX1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00011277-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00011277-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TREX1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00011277-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00011277-R03-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TREX1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00011277-R03-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00011277-R04-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TREX1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00011277-R04-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00011277-R05-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TREX1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00011277-R05-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
