Manufacturer,Manufacturer_cat_no,Vendor,Description,price,quantity,units,link,category,vendor_cat_no,special_conditions,delivery_time,listprice,vat,class
Abnova,H00375611-R03-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SLC26A5 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00375611-R03-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00375611-R04-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SLC26A5 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00375611-R04-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010642-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,IMP-1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010642-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010643-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,IMP-3 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010643-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010644-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,IMP-2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010644-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010644-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,IMP-2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010644-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010478-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SLC25A17 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010478-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010479-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SLC9A6 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010479-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010481-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,HOXB13 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010481-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010487-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CAP1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010487-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010491-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CRTAP Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010491-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010491-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CRTAP Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010491-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010492-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SYNCRIP Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010492-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010493-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,VAT1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010493-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010494-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,STK25 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010494-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010495-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,COVA1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010495-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010495-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,COVA1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010495-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00079026-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,AHNAK Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00079026-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00079027-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ZNF655 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00079027-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00079042-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TSEN34 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00079042-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00079047-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,KCTD15 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00079047-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00079048-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SECISBP2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00079048-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00079054-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TRPM8 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00079054-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00079057-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PRRG3 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00079057-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00081793-R03-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TLR10 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00081793-R03-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00081793-R04-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TLR10 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00081793-R04-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00081794-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ADAMTS10 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00081794-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00081796-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SLCO5A1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00081796-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00081797-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR12D3 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00081797-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00081832-R04-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,NETO1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00081832-R04-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00081832-R05-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,NETO1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00081832-R05-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00081832-R06-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,NETO1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00081832-R06-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00081844-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TRIM56 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00081844-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00081846-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SBF2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00081846-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00081847-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,RNF146 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00081847-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00081855-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SFXN3 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00081855-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00081856-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ZNF611 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00081856-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00081858-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Sharpin Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00081858-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00081876-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,RAB1B Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00081876-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00081888-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,HYI Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00081888-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00081928-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CABLES2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00081928-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00083259-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PCDH11Y Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00083259-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00083259-R03-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PCDH11Y Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00083259-R03-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00083394-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PITPNM3 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00083394-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00083416-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,FCRL5 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00083416-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00063922-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CHTF18 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00063922-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00146223-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CMTM4 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00146223-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00378884-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,NHLRC1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00378884-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00378807-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CATSPER4 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00378807-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00389114-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ZNF662 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00389114-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00389289-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,LOC389289 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00389289-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00390157-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR8K1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00390157-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00390168-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR5M1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00390168-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00390195-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR5AN1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00390195-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00390201-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR10V1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00390201-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00390212-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,GPR152 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00390212-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00390260-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR6X1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00390260-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00390261-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR6M1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00390261-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00007837-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PXDN Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00007837-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010880-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ACTL7B Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010880-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H0080031-R08-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SEMA6D Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H0080031-R08-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H0080031-R09-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SEMA6D Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H0080031-R09-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H0080031-R10-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SEMA6D Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H0080031-R10-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H0080031-R11-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SEMA6D Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H0080031-R11-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H0080031-R12-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SEMA6D Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H0080031-R12-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00135152-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,B3GAT2 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00135152-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00135250-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,RAET1E Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00135250-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00135295-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SRrp35 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00135295-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00135644-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TRIM40 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00135644-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00135924-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR9A2 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00135924-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00135941-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR2A14 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00135941-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00029956-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,LASS2 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00029956-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00029956-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,LASS2 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00029956-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00029956-R03-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,LASS2 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00029956-R03-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00029957-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SLC25A24 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00029957-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00029957-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SLC25A24 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00029957-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00029958-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,DMGDH Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00029958-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00029959-R04-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,NRBP1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00029959-R04-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00010213-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PSMD14 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00010213-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00010214-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SSX3 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00010214-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00010214-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SSX3 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00010214-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00010215-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OLIG2 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00010215-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00008784-R04-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TNFRSF18 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00008784-R04-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00008784-R05-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TNFRSF18 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00008784-R05-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00008784-R06-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TNFRSF18 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00008784-R06-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00008785-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MATN4 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00008785-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00008785-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MATN4 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00008785-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00008785-R03-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MATN4 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00008785-R03-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00008788-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,DLK1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00008788-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00008788-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,DLK1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00008788-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00002794-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,GNL1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00002794-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00026333-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR7A17 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00026333-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00026470-R04-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SEZ6L2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00026470-R04-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00026476-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR10J1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00026476-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00026492-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR8G2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00026492-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00026493-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR8B8 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00026493-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00026494-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR8G1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00026494-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00026496-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR10A3 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00026496-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00026499-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PLEK2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00026499-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00026502-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,NARF Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00026502-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00026502-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,NARF Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00026502-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00026533-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR10G3 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00026533-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00026534-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR10G2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00026534-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00026538-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR10H2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00026538-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00026539-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR10H1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00026539-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00026548-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ITGB1BP2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00026548-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00026574-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,AATF Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00026574-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00026575-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,RGS17 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00026575-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00026576-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,STK23 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00026576-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
